strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
HA065497	west nile	HA065497	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065497	?	?	?
HA065557	west nile	HA065557	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065557	?	?	?
HA065563	west nile	HA065563	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065563	?	?	?
HA065588	west nile	HA065588	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065588	?	?	?
HA065589	west nile	HA065589	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065589	?	?	?
HA065599	west nile	HA065599	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065599	?	?	?
HA065634	west nile	HA065634	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065634	?	?	?
HA065662	west nile	HA065662	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065662	?	?	?
HA065665	west nile	HA065665	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065665	?	?	?
HA065680	west nile	HA065680	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065680	?	?	?
HA065721	west nile	HA065721	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065721	?	?	?
HA065736	west nile	HA065736	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065736	?	?	?
HA065810	west nile	HA065810	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065810	?	?	?
HA065913	west nile	HA065913	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065913	?	?	?
HA065925	west nile	HA065925	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065925	?	?	?
HA065965	west nile	HA065965	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065965	?	?	?
HA065973	west nile	HA065973	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065973	?	?	?
HA065977	west nile	HA065977	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065977	?	?	?
HA065979	west nile	HA065979	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065979	?	?	?
HA065992	west nile	HA065992	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA065992	?	?	?
HA066033	west nile	HA066033	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066033	?	?	?
HA066088	west nile	HA066088	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066088	?	?	?
HA066093	west nile	HA066093	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066093	?	?	?
HA066113	west nile	HA066113	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066113	?	?	?
HA066119	west nile	HA066119	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066119	?	?	?
HA066131	west nile	HA066131	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066131	?	?	?
HA066132	west nile	HA066132	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066132	?	?	?
HA066183	west nile	HA066183	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066183	?	?	?
HA066224	west nile	HA066224	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066224	?	?	?
HA066263	west nile	HA066263	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066263	?	?	?
HA066295	west nile	HA066295	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066295	?	?	?
HA066385	west nile	HA066385	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066385	?	?	?
HA066389	west nile	HA066389	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066389	?	?	?
HA066446	west nile	HA066446	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066446	?	?	?
HA066456	west nile	HA066456	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066456	?	?	?
HA066468	west nile	HA066468	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066468	?	?	?
HA066529	west nile	HA066529	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066529	?	?	?
HA066550	west nile	HA066550	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066550	?	?	?
HA066570	west nile	HA066570	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066570	?	?	?
HA066620	west nile	HA066620	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066620	?	?	?
HA066633	west nile	HA066633	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066633	?	?	?
HA066670	west nile	HA066670	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066670	?	?	?
HA066696	west nile	HA066696	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066696	?	?	?
HA066721	west nile	HA066721	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066721	?	?	?
HA066819	west nile	HA066819	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066819	?	?	?
HA066839	west nile	HA066839	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066839	?	?	?
HA066853	west nile	HA066853	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066853	?	?	?
HA066896	west nile	HA066896	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066896	?	?	?
HA066919	west nile	HA066919	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066919	?	?	?
HA066929	west nile	HA066929	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066929	?	?	?
HA066988	west nile	HA066988	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA066988	?	?	?
HA067008	west nile	HA067008	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067008	?	?	?
HA067010	west nile	HA067010	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067010	?	?	?
HA067019	west nile	HA067019	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067019	?	?	?
HA067028	west nile	HA067028	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067028	?	?	?
HA067102	west nile	HA067102	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067102	?	?	?
HA067115	west nile	HA067115	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067115	?	?	?
HA067127	west nile	HA067127	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067127	?	?	?
HA067135	west nile	HA067135	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067135	?	?	?
HA067139	west nile	HA067139	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067139	?	?	?
HA067169	west nile	HA067169	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067169	?	?	?
HA067180	west nile	HA067180	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067180	?	?	?
HA067203	west nile	HA067203	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067203	?	?	?
HA067207	west nile	HA067207	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067207	?	?	?
HA067245	west nile	HA067245	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067245	?	?	?
HA067262	west nile	HA067262	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067262	?	?	?
HA067274	west nile	HA067274	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067274	?	?	?
HA067331	west nile	HA067331	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067331	?	?	?
HA067334	west nile	HA067334	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067334	?	?	?
HA067335	west nile	HA067335	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067335	?	?	?
HA067420	west nile	HA067420	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067420	?	?	?
HA067445	west nile	HA067445	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067445	?	?	?
HA067580	west nile	HA067580	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067580	?	?	?
HA067626	west nile	HA067626	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067626	?	?	?
HA067629	west nile	HA067629	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067629	?	?	?
HA067635	west nile	HA067635	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067635	?	?	?
HA067664	west nile	HA067664	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067664	?	?	?
HA067686	west nile	HA067686	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067686	?	?	?
HA067729	west nile	HA067729	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067729	?	?	?
HA067736	west nile	HA067736	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067736	?	?	?
HA067741	west nile	HA067741	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067741	?	?	?
HA067748	west nile	HA067748	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067748	?	?	?
HA067781	west nile	HA067781	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067781	?	?	?
HA067845	west nile	HA067845	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067845	?	?	?
HA067864	west nile	HA067864	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067864	?	?	?
HA067874	west nile	HA067874	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067874	?	?	?
HA067888	west nile	HA067888	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067888	?	?	?
HA067889	west nile	HA067889	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA067889	?	?	?
HA068000	west nile	HA068000	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068000	?	?	?
HA068018	west nile	HA068018	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068018	?	?	?
HA068036	west nile	HA068036	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068036	?	?	?
HA068122	west nile	HA068122	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068122	?	?	?
HA068123	west nile	HA068123	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068123	?	?	?
HA068124	west nile	HA068124	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068124	?	?	?
HA068128	west nile	HA068128	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068128	?	?	?
HA068134	west nile	HA068134	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068134	?	?	?
HA068150	west nile	HA068150	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068150	?	?	?
HA068229	west nile	HA068229	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068229	?	?	?
HA068235	west nile	HA068235	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068235	?	?	?
HA068306	west nile	HA068306	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068306	?	?	?
HA068412	west nile	HA068412	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068412	?	?	?
HA068433	west nile	HA068433	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068433	?	?	?
HA068442	west nile	HA068442	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068442	?	?	?
HA068461	west nile	HA068461	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068461	?	?	?
HA068466	west nile	HA068466	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068466	?	?	?
HA068470	west nile	HA068470	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068470	?	?	?
HA068502	west nile	HA068502	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068502	?	?	?
HA068517	west nile	HA068517	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068517	?	?	?
HA068534	west nile	HA068534	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068534	?	?	?
HA068557	west nile	HA068557	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068557	?	?	?
HA068592	west nile	HA068592	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068592	?	?	?
HA068662	west nile	HA068662	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068662	?	?	?
HA068684	west nile	HA068684	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068684	?	?	?
HA068698	west nile	HA068698	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068698	?	?	?
HA068707	west nile	HA068707	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068707	?	?	?
HA068750	west nile	HA068750	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068750	?	?	?
HA068765	west nile	HA068765	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068765	?	?	?
HA068790	west nile	HA068790	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068790	?	?	?
HA068796	west nile	HA068796	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068796	?	?	?
HA068797	west nile	HA068797	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068797	?	?	?
HA068808	west nile	HA068808	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068808	?	?	?
HA068816	west nile	HA068816	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068816	?	?	?
HA068877	west nile	HA068877	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068877	?	?	?
HA068904	west nile	HA068904	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068904	?	?	?
HA068956	west nile	HA068956	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068956	?	?	?
HA068976	west nile	HA068976	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA068976	?	?	?
HA069022	west nile	HA069022	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069022	?	?	?
HA069078	west nile	HA069078	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069078	?	?	?
HA069091	west nile	HA069091	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069091	?	?	?
HA069098	west nile	HA069098	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069098	?	?	?
HA069128	west nile	HA069128	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069128	?	?	?
HA069147	west nile	HA069147	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069147	?	?	?
HA069155	west nile	HA069155	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069155	?	?	?
HA069193	west nile	HA069193	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069193	?	?	?
HA069194	west nile	HA069194	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069194	?	?	?
HA069215	west nile	HA069215	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069215	?	?	?
HA069303	west nile	HA069303	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069303	?	?	?
HA069311	west nile	HA069311	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069311	?	?	?
HA069352	west nile	HA069352	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069352	?	?	?
HA069389	west nile	HA069389	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069389	?	?	?
HA069425	west nile	HA069425	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069425	?	?	?
HA069526	west nile	HA069526	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069526	?	?	?
HA069552	west nile	HA069552	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069552	?	?	?
HA069587	west nile	HA069587	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069587	?	?	?
HA069619	west nile	HA069619	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069619	?	?	?
HA069643	west nile	HA069643	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069643	?	?	?
HA069716	west nile	HA069716	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069716	?	?	?
HA069781	west nile	HA069781	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069781	?	?	?
HA069794	west nile	HA069794	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069794	?	?	?
HA069827	west nile	HA069827	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069827	?	?	?
HA069830	west nile	HA069830	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069830	?	?	?
HA069872	west nile	HA069872	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069872	?	?	?
HA069882	west nile	HA069882	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069882	?	?	?
HA069901	west nile	HA069901	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069901	?	?	?
HA069902	west nile	HA069902	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069902	?	?	?
HA069968	west nile	HA069968	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069968	?	?	?
HA069985	west nile	HA069985	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069985	?	?	?
HA070011	west nile	HA070011	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070011	?	?	?
HA070036	west nile	HA070036	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070036	?	?	?
HA070055	west nile	HA070055	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070055	?	?	?
HA070063	west nile	HA070063	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070063	?	?	?
HA070069	west nile	HA070069	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070069	?	?	?
HA070088	west nile	HA070088	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070088	?	?	?
HA070137	west nile	HA070137	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070137	?	?	?
HA070300	west nile	HA070300	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070300	?	?	?
HA070328	west nile	HA070328	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070328	?	?	?
HA070376	west nile	HA070376	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070376	?	?	?
HA070397	west nile	HA070397	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070397	?	?	?
HA070398	west nile	HA070398	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070398	?	?	?
HA070452	west nile	HA070452	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070452	?	?	?
HA070479	west nile	HA070479	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070479	?	?	?
HA070490	west nile	HA070490	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070490	?	?	?
HA070503	west nile	HA070503	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070503	?	?	?
HA070608	west nile	HA070608	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070608	?	?	?
HA070616	west nile	HA070616	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070616	?	?	?
HA070617	west nile	HA070617	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070617	?	?	?
HA070650	west nile	HA070650	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070650	?	?	?
HA070748	west nile	HA070748	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070748	?	?	?
HA070755	west nile	HA070755	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070755	?	?	?
HA070766	west nile	HA070766	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070766	?	?	?
HA070769	west nile	HA070769	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070769	?	?	?
HA070787	west nile	HA070787	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070787	?	?	?
HA070808	west nile	HA070808	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070808	?	?	?
HA070823	west nile	HA070823	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070823	?	?	?
HA070893	west nile	HA070893	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070893	?	?	?
HA070903	west nile	HA070903	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070903	?	?	?
